Time,Source,Destination,Protocol,Length
2019-05-27 07:36:35.697416,192.168.0.13,222.243.140.44,TCP,102
2019-05-27 07:36:35.697490,192.168.0.13,222.66.3.130,TCP,106
2019-05-27 07:36:35.698039,222.182.23.188,192.168.0.13,TCP,98
2019-05-27 07:36:35.698121,222.215.186.44,192.168.0.13,TCP,98
2019-05-27 07:36:35.698195,222.201.243.55,192.168.0.13,TCP,98
2019-05-27 07:36:35.698268,222.54.53.43,192.168.0.13,TCP,98
2019-05-27 07:36:35.698341,222.116.219.197,192.168.0.13,TCP,98
2019-05-27 07:36:35.698415,222.74.149.68,192.168.0.13,TCP,102
2019-05-27 07:36:35.699590,192.168.0.13,222.182.23.188,TCP,106
2019-05-27 07:36:35.700251,222.61.152.151,192.168.0.13,TCP,98
2019-05-27 07:36:35.700333,222.198.236.22,192.168.0.13,TCP,98
2019-05-27 07:36:35.700407,222.95.70.101,192.168.0.13,TCP,102
2019-05-27 07:36:35.703905,192.168.0.13,222.215.186.44,TCP,102
2019-05-27 07:36:35.704023,192.168.0.13,222.201.243.55,TCP,102
2019-05-27 07:36:35.704095,192.168.0.13,222.54.53.43,TCP,102
2019-05-27 07:36:35.704180,192.168.0.13,222.116.219.197,TCP,102
2019-05-27 07:36:35.704255,192.168.0.13,222.74.149.68,TCP,106
2019-05-27 07:36:35.704878,192.168.0.13,222.61.152.151,TCP,102
2019-05-27 07:36:35.704960,192.168.0.13,222.198.236.22,TCP,102
2019-05-27 07:36:35.705081,192.168.0.13,222.95.70.101,TCP,106
2019-05-27 07:36:35.705862,222.163.127.183,192.168.0.13,TCP,98
2019-05-27 07:36:35.705983,222.221.170.28,192.168.0.13,TCP,98
2019-05-27 07:36:35.706056,222.92.184.207,192.168.0.13,TCP,98
2019-05-27 07:36:35.706129,222.193.125.59,192.168.0.13,TCP,98
2019-05-27 07:36:35.706202,222.215.253.51,192.168.0.13,TCP,102
2019-05-27 07:36:35.707460,192.168.0.13,222.163.127.183,TCP,106
2019-05-27 07:36:35.710211,222.49.229.70,192.168.0.13,TCP,98
2019-05-27 07:36:35.710326,222.201.189.246,192.168.0.13,TCP,102
2019-05-27 07:36:35.710836,192.168.0.13,222.221.170.28,TCP,102
2019-05-27 07:36:35.710909,192.168.0.13,222.92.184.207,TCP,102
2019-05-27 07:36:35.710980,192.168.0.13,222.193.125.59,TCP,102
2019-05-27 07:36:35.711096,192.168.0.13,222.215.253.51,TCP,106
2019-05-27 07:36:35.711379,192.168.0.13,222.49.229.70,TCP,106
2019-05-27 07:36:35.712169,222.177.51.152,192.168.0.13,TCP,98
2019-05-27 07:36:35.712289,222.192.57.124,192.168.0.13,TCP,98
2019-05-27 07:36:35.712363,222.183.71.15,192.168.0.13,TCP,102
2019-05-27 07:36:35.713453,192.168.0.13,222.177.51.152,TCP,106
2019-05-27 07:36:35.714889,192.168.0.13,222.192.57.124,TCP,106
2019-05-27 07:36:35.715092,192.168.0.13,222.183.71.15,TCP,106
2019-05-27 07:36:35.716108,222.54.65.202,192.168.0.13,TCP,98
2019-05-27 07:36:35.716191,222.249.183.157,192.168.0.13,TCP,98
2019-05-27 07:36:35.716265,222.249.195.176,192.168.0.13,TCP,98
2019-05-27 07:36:35.716338,222.101.5.164,192.168.0.13,TCP,98
2019-05-27 07:36:35.716412,222.72.68.34,192.168.0.13,TCP,102
2019-05-27 07:36:35.717678,192.168.0.13,222.54.65.202,TCP,106
2019-05-27 07:36:35.718470,222.241.92.80,192.168.0.13,TCP,98
2019-05-27 07:36:35.718551,222.117.136.86,192.168.0.13,TCP,102
2019-05-27 07:36:35.718832,192.168.0.13,222.249.183.157,TCP,106
2019-05-27 07:36:35.719753,192.168.0.13,222.249.195.176,TCP,106
2019-05-27 07:36:35.722387,192.168.0.13,222.101.5.164,TCP,102
2019-05-27 07:36:35.722506,192.168.0.13,222.72.68.34,TCP,102
2019-05-27 07:36:35.722580,192.168.0.13,222.241.92.80,TCP,102
2019-05-27 07:36:35.722717,192.168.0.13,222.117.136.86,TCP,106
2019-05-27 07:36:35.723900,222.196.98.116,192.168.0.13,TCP,98
2019-05-27 07:36:35.723982,222.97.198.186,192.168.0.13,TCP,98
2019-05-27 07:36:35.724056,222.117.161.191,192.168.0.13,TCP,98
2019-05-27 07:36:35.724129,222.227.151.115,192.168.0.13,TCP,98
2019-05-27 07:36:35.724202,222.31.255.247,192.168.0.13,TCP,102
2019-05-27 07:36:35.725296,192.168.0.13,222.196.98.116,TCP,106
2019-05-27 07:36:35.725821,222.6.187.212,192.168.0.13,TCP,102
2019-05-27 07:36:35.726440,192.168.0.13,222.97.198.186,TCP,106
2019-05-27 07:36:35.726683,192.168.0.13,222.117.161.191,TCP,106
2019-05-27 07:36:35.727630,192.168.0.13,222.227.151.115,TCP,106
2019-05-27 07:36:35.727822,192.168.0.13,222.31.255.247,TCP,106
2019-05-27 07:36:35.728036,192.168.0.13,222.6.187.212,TCP,106
2019-05-27 07:36:35.729388,222.47.161.51,192.168.0.13,TCP,98
2019-05-27 07:36:35.729509,222.203.40.37,192.168.0.13,TCP,98
2019-05-27 07:36:35.729582,222.238.236.136,192.168.0.13,TCP,98
2019-05-27 07:36:35.729655,222.219.0.250,192.168.0.13,TCP,102
2019-05-27 07:36:35.730744,192.168.0.13,222.47.161.51,TCP,106
2019-05-27 07:36:35.731149,222.181.164.237,192.168.0.13,TCP,102
2019-05-27 07:36:35.731763,192.168.0.13,222.203.40.37,TCP,106
2019-05-27 07:36:35.732025,192.168.0.13,222.238.236.136,TCP,106
2019-05-27 07:36:35.732657,192.168.0.13,222.219.0.250,TCP,106
2019-05-27 07:36:35.733083,192.168.0.13,222.181.164.237,TCP,106
2019-05-27 07:36:35.734215,222.51.38.132,192.168.0.13,TCP,98
2019-05-27 07:36:35.734295,222.113.213.58,192.168.0.13,TCP,98
2019-05-27 07:36:35.734369,222.114.117.164,192.168.0.13,TCP,102
2019-05-27 07:36:35.735423,222.44.111.14,192.168.0.13,TCP,102
2019-05-27 07:36:35.736351,222.45.156.130,192.168.0.13,TCP,102
2019-05-27 07:36:35.736960,192.168.0.13,222.51.38.132,TCP,102
2019-05-27 07:36:35.737033,192.168.0.13,222.113.213.58,TCP,102
2019-05-27 07:36:35.737147,192.168.0.13,222.114.117.164,TCP,106
2019-05-27 07:36:35.737522,192.168.0.13,222.44.111.14,TCP,106
2019-05-27 07:36:35.738343,192.168.0.13,222.45.156.130,TCP,106
2019-05-27 07:36:35.739097,222.149.120.214,192.168.0.13,TCP,98
2019-05-27 07:36:35.739173,222.248.188.159,192.168.0.13,TCP,98
2019-05-27 07:36:35.739246,222.78.209.42,192.168.0.13,TCP,102
2019-05-27 07:36:35.740431,192.168.0.13,222.149.120.214,TCP,106
2019-05-27 07:36:35.741102,222.239.51.243,192.168.0.13,TCP,102
2019-05-27 07:36:35.741432,192.168.0.13,222.248.188.159,TCP,102
2019-05-27 07:36:35.741508,192.168.0.13,222.78.209.42,TCP,106
2019-05-27 07:36:35.742447,192.168.0.13,222.239.51.243,TCP,106
2019-05-27 07:36:35.743299,222.74.209.144,192.168.0.13,TCP,98
2019-05-27 07:36:35.743497,222.137.41.14,192.168.0.13,TCP,102
2019-05-27 07:36:35.744488,222.172.221.212,192.168.0.13,TCP,102
2019-05-27 07:36:35.744787,192.168.0.13,222.74.209.144,TCP,106
2019-05-27 07:36:35.745248,192.168.0.13,222.137.41.14,TCP,106
2019-05-27 07:36:35.746270,192.168.0.13,222.172.221.212,TCP,106
2019-05-27 07:36:35.747378,222.39.5.174,192.168.0.13,TCP,98
2019-05-27 07:36:35.747463,222.179.70.124,192.168.0.13,TCP,98
2019-05-27 07:36:35.747538,222.110.91.129,192.168.0.13,TCP,102
2019-05-27 07:36:35.748670,192.168.0.13,222.39.5.174,TCP,106
2019-05-27 07:36:35.749258,222.139.63.5,192.168.0.13,TCP,102
2019-05-27 07:36:35.749755,192.168.0.13,222.179.70.124,TCP,102
2019-05-27 07:36:35.749874,192.168.0.13,222.110.91.129,TCP,106
2019-05-27 07:36:35.750537,192.168.0.13,222.139.63.5,TCP,106
2019-05-27 07:36:35.751113,222.162.32.211,192.168.0.13,TCP,102
2019-05-27 07:36:35.753530,222.93.65.193,192.168.0.13,TCP,98
2019-05-27 07:36:35.753615,222.116.87.23,192.168.0.13,TCP,98
2019-05-27 07:36:35.753692,222.41.84.177,192.168.0.13,TCP,102
2019-05-27 07:36:35.753774,222.93.65.193,192.168.0.13,TCP,98
2019-05-27 07:36:35.753967,222.116.87.23,192.168.0.13,TCP,98
2019-05-27 07:36:35.754043,222.41.84.177,192.168.0.13,TCP,102
2019-05-27 07:36:35.754709,222.204.44.185,192.168.0.13,TCP,102
2019-05-27 07:36:35.755246,192.168.0.13,222.162.32.211,TCP,106
2019-05-27 07:36:35.756321,192.168.0.13,222.93.65.193,TCP,106
2019-05-27 07:36:35.762626,222.11.56.74,210.168.0.13,TCP,102
2019-05-27 07:36:35.762696,222.203.106.218,192.168.0.13,TCP,98
2019-05-27 07:36:35.762777,222.104.187.128,192.168.0.13,TCP,98
2019-05-27 07:36:35.762850,222.177.54.136,192.168.0.13,TCP,98
2019-05-27 07:36:35.762926,222.211.177.117,192.168.0.13,TCP,102
2019-05-27 07:36:35.763230,192.168.0.13,222.116.87.23,TCP,102
2019-05-27 07:36:35.763305,192.168.0.13,222.41.84.177,TCP,102
2019-05-27 07:36:35.763382,192.168.0.13,222.204.44.185,TCP,102
2019-05-27 07:36:35.763455,192.168.0.13,192.168.0.23,TCP,1319
2019-05-27 07:36:35.763729,192.168.0.13,222.116.87.23,TCP,102
2019-05-27 07:36:35.763803,192.168.0.13,222.41.84.177,TCP,102
2019-05-27 07:36:35.763877,192.168.0.13,222.204.44.185,TCP,102
2019-05-27 07:36:35.763999,192.168.0.13,192.168.0.23,TCP,1319
2019-05-27 07:36:35.764702,192.168.0.13,222.11.56.114,TCP,106
2019-05-27 07:36:35.765205,192.168.0.13,192.168.0.23,TCP,1315
2019-05-27 07:36:35.766060,222.212.252.44,192.168.0.13,TCP,98
2019-05-27 07:36:35.766131,222.120.32.135,192.168.0.13,TCP,98
2019-05-27 07:36:35.766202,222.185.150.248,192.168.0.13,TCP,98
2019-05-27 07:36:35.766272,222.94.68.252,192.168.0.13,TCP,102
2019-05-27 07:36:35.766546,192.168.0.13,222.203.106.218,TCP,102
2019-05-27 07:36:35.766620,192.168.0.13,222.104.187.128,TCP,102
2019-05-27 07:36:35.766693,192.168.0.13,222.177.54.136,TCP,102
2019-05-27 07:36:35.766767,192.168.0.13,222.211.177.117,TCP,106
2019-05-27 07:36:35.767952,222.138.212.243,192.168.0.13,TCP,98
2019-05-27 07:36:35.768031,222.7.125.112,192.168.0.13,TCP,102
2019-05-27 07:36:35.768302,192.168.0.13,222.212.252.44,TCP,106
2019-05-27 07:36:35.769285,192.168.0.13,222.120.32.135,TCP,106
2019-05-27 07:36:35.769816,192.168.0.13,222.185.150.248,TCP,102
2019-05-27 07:36:35.769934,192.168.0.13,222.94.68.252,TCP,106
2019-05-27 07:36:35.770756,192.168.0.13,222.185.150.248,TCP,102
2019-05-27 07:36:35.770874,192.168.0.13,222.94.68.252,TCP,102
2019-05-27 07:36:35.771018,192.168.0.13,222.138.212.243,TCP,106
2019-05-27 07:36:35.771221,192.168.0.13,222.7.125.112,TCP,106
2019-05-27 07:36:35.772158,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:35.772551,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:35.773377,222.148.238.111,192.168.0.13,TCP,98
2019-05-27 07:36:35.773454,222.237.42.40,192.168.0.13,TCP,98
2019-05-27 07:36:35.773528,222.127.185.23,192.168.0.13,TCP,98
2019-05-27 07:36:35.773609,222.156.115.33,192.168.0.13,TCP,98
2019-05-27 07:36:35.773695,222.232.9.198,192.168.0.13,TCP,102
2019-05-27 07:36:35.774682,192.168.0.13,222.148.238.111,TCP,106
2019-05-27 07:36:35.775672,222.166.98.167,192.168.0.13,TCP,98
2019-05-27 07:36:35.775753,222.203.176.50,192.168.0.13,TCP,102
2019-05-27 07:36:35.776533,192.168.0.13,222.237.42.40,TCP,106
2019-05-27 07:36:35.776727,192.168.0.13,222.127.185.23,TCP,102
2019-05-27 07:36:35.776857,192.168.0.13,222.156.115.33,TCP,106
2019-05-27 07:36:35.777537,192.168.0.13,222.232.9.198,TCP,106
2019-05-27 07:36:35.778729,222.124.66.51,192.168.0.13,TCP,98
2019-05-27 07:36:35.778812,222.183.59.95,192.168.0.13,TCP,98
2019-05-27 07:36:35.778886,222.178.10.172,192.40.57.13,TCP,106
2019-05-27 07:36:35.779170,192.168.0.13,222.166.98.167,TCP,102
2019-05-27 07:36:35.779248,192.168.0.13,222.203.176.50,TCP,106
2019-05-27 07:36:35.780422,192.168.0.13,222.124.66.51,TCP,106
2019-05-27 07:36:35.780822,222.63.219.229,192.168.0.13,TCP,102
2019-05-27 07:36:35.781675,192.168.0.13,222.183.59.95,TCP,106
2019-05-27 07:36:35.781877,192.168.0.13,222.178.10.172,TCP,106
2019-05-27 07:36:35.782299,192.168.0.13,222.63.219.229,TCP,106
2019-05-27 07:36:35.785257,222.124.49.96,192.168.0.13,TCP,102
2019-05-27 07:36:35.785329,222.23.102.191,192.168.0.13,TCP,98
2019-05-27 07:36:35.785415,222.38.157.38,192.168.0.13,TCP,98
2019-05-27 07:36:35.785488,222.4.106.32,192.168.0.13,TCP,98
2019-05-27 07:36:35.785562,222.0.77.212,192.168.0.13,TCP,102
2019-05-27 07:36:35.786571,192.168.0.13,222.124.49.96,TCP,106
2019-05-27 07:36:35.787780,192.168.0.13,222.23.102.191,TCP,106
2019-05-27 07:36:35.787982,192.168.0.13,222.38.157.38,TCP,106
2019-05-27 07:36:35.788506,192.168.0.13,222.4.106.32,TCP,106
2019-05-27 07:36:35.788754,192.168.0.13,222.0.77.212,TCP,106
2019-05-27 07:36:35.792087,222.167.53.154,192.168.0.13,TCP,98
2019-05-27 07:36:35.792166,222.160.47.83,192.168.0.13,TCP,98
2019-05-27 07:36:35.792240,222.94.80.101,192.168.0.13,TCP,98
2019-05-27 07:36:35.792312,222.209.166.197,192.168.0.13,TCP,98
2019-05-27 07:36:35.792396,222.139.91.7,192.168.0.13,TCP,98
2019-05-27 07:36:35.792469,222.113.123.112,192.168.0.13,TCP,102
2019-05-27 07:36:35.793171,222.82.142.6,192.168.0.13,TCP,102
2019-05-27 07:36:35.794382,192.168.0.13,222.167.53.154,TCP,106
2019-05-27 07:36:35.794593,192.168.0.13,222.160.47.83,TCP,106
2019-05-27 07:36:35.795070,192.168.0.13,222.94.80.101,TCP,106
2019-05-27 07:36:35.795608,222.226.63.178,192.168.0.13,TCP,102
2019-05-27 07:36:35.797029,192.168.0.13,222.209.166.197,TCP,106
2019-05-27 07:36:35.797196,192.168.0.13,222.139.91.7,TCP,102
2019-05-27 07:36:35.797275,192.168.0.13,222.113.123.112,TCP,102
2019-05-27 07:36:35.797410,192.168.0.13,222.82.142.6,TCP,106
2019-05-27 07:36:35.797736,192.168.0.13,222.226.63.178,TCP,106
2019-05-27 07:36:35.798773,222.205.209.30,192.168.0.13,TCP,98
2019-05-27 07:36:35.798856,222.181.6.46,192.168.0.13,TCP,98
2019-05-27 07:36:35.798930,222.224.237.179,192.168.0.13,TCP,98
2019-05-27 07:36:35.799009,222.138.248.177,192.168.0.13,TCP,102
2019-05-27 07:36:35.800082,192.168.0.13,222.205.209.30,TCP,106
2019-05-27 07:36:35.801013,192.168.0.13,222.181.6.46,TCP,106
2019-05-27 07:36:35.801317,192.168.0.13,222.224.237.179,TCP,106
2019-05-27 07:36:35.801634,192.168.0.13,222.138.248.177,TCP,106
2019-05-27 07:36:35.802876,222.183.246.154,192.168.0.13,TCP,98
2019-05-27 07:36:35.802957,222.65.82.4,192.168.0.13,TCP,98
2019-05-27 07:36:35.803035,222.55.10.230,192.168.0.13,TCP,98
2019-05-27 07:36:35.803113,222.43.251.1,192.168.0.13,TCP,102
2019-05-27 07:36:35.803999,222.60.107.21,192.168.0.13,TCP,102
2019-05-27 07:36:35.805568,222.111.117.128,192.168.0.13,TCP,102
2019-05-27 07:36:35.805913,192.168.0.13,222.183.246.154,TCP,102
2019-05-27 07:36:35.806034,192.168.0.13,222.65.82.4,TCP,106
2019-05-27 07:36:35.806694,192.168.0.13,222.183.246.154,TCP,102
2019-05-27 07:36:35.806773,192.168.0.13,222.65.82.4,TCP,102
2019-05-27 07:36:35.806898,192.168.0.13,222.55.10.230,TCP,102
2019-05-27 07:36:35.806969,192.168.0.13,222.43.251.1,TCP,102
2019-05-27 07:36:35.807040,192.168.0.13,222.60.107.21,TCP,106
2019-05-27 07:36:35.807234,192.168.0.13,222.111.117.128,TCP,106
2019-05-27 07:36:35.808599,192.168.0.13,192.168.0.23,TCP,1207
2019-05-27 07:36:35.809577,192.168.0.13,192.168.0.23,TCP,1203
2019-05-27 07:36:35.809730,222.111.5.24,192.168.0.13,TCP,98
2019-05-27 07:36:35.809803,222.14.134.219,192.168.0.13,TCP,98
2019-05-27 07:36:35.809876,222.76.121.109,192.168.0.13,TCP,98
2019-05-27 07:36:35.809949,222.231.105.215,192.168.0.13,TCP,102
2019-05-27 07:36:35.813630,222.109.244.100,192.168.0.13,TCP,102
2019-05-27 07:36:35.814000,192.168.0.13,222.111.5.24,TCP,102
2019-05-27 07:36:35.814135,192.168.0.13,222.14.134.219,TCP,102
2019-05-27 07:36:35.814214,192.168.0.13,222.76.121.109,TCP,102
2019-05-27 07:36:35.814289,192.168.0.13,222.231.105.215,TCP,106
2019-05-27 07:36:35.814446,192.168.0.13,222.109.244.100,TCP,106
2019-05-27 07:36:35.815299,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:35.815669,222.205.202.152,192.168.0.13,TCP,98
2019-05-27 07:36:35.815744,222.69.110.90,192.168.0.13,TCP,98
2019-05-27 07:36:35.815819,222.220.161.52,192.168.0.13,TCP,98
2019-05-27 07:36:35.815891,222.102.162.116,192.168.0.13,TCP,98
2019-05-27 07:36:35.815964,192.168.0.23,192.168.0.13,TCP,114
2019-05-27 07:36:35.816857,222.86.180.199,192.168.0.13,TCP,98
2019-05-27 07:36:35.816928,222.91.159.218,192.168.0.13,TCP,102
2019-05-27 07:36:35.817186,192.168.0.13,222.205.202.152,TCP,106
2019-05-27 07:36:35.817679,192.168.0.13,222.69.110.90,TCP,106
2019-05-27 07:36:35.818026,192.168.0.13,222.220.161.52,TCP,106
2019-05-27 07:36:35.818392,192.168.0.13,222.102.162.116,TCP,106
2019-05-27 07:36:35.819388,222.129.75.147,192.168.0.13,TCP,98
2019-05-27 07:36:35.819466,222.64.53.136,192.168.0.13,TCP,102
2019-05-27 07:36:35.820316,222.84.153.20,192.168.0.13,TCP,102
2019-05-27 07:36:35.821053,222.205.8.80,192.168.0.13,TCP,102
2019-05-27 07:36:35.821911,192.168.0.13,222.86.180.199,TCP,106
2019-05-27 07:36:35.822260,192.168.0.13,222.91.159.218,TCP,106
2019-05-27 07:36:35.823406,222.90.96.194,192.168.0.13,TCP,98
2019-05-27 07:36:35.823486,222.226.24.85,192.168.0.13,TCP,102
2019-05-27 07:36:35.824470,222.17.214.248,192.168.0.13,TCP,102
2019-05-27 07:36:35.824909,192.168.0.13,222.129.75.147,TCP,102
2019-05-27 07:36:35.824980,192.168.0.13,222.64.53.136,TCP,106
2019-05-27 07:36:35.825510,192.168.0.13,222.84.153.20,TCP,106
2019-05-27 07:36:35.825815,192.168.0.13,222.205.8.80,TCP,106
2019-05-27 07:36:35.826991,192.168.0.13,222.90.96.194,TCP,106
2019-05-27 07:36:35.827301,192.168.0.13,222.226.24.85,TCP,106
2019-05-27 07:36:35.827909,222.14.18.250,192.168.0.13,TCP,98
2019-05-27 07:36:35.827983,222.9.250.249,192.168.0.13,TCP,102
2019-05-27 07:36:35.828241,192.168.0.13,222.17.214.248,TCP,106
2019-05-27 07:36:35.829279,222.69.159.229,192.168.0.13,TCP,98
2019-05-27 07:36:35.829354,222.238.17.63,192.168.0.13,TCP,102
2019-05-27 07:36:35.829837,192.168.0.13,222.14.18.250,TCP,106
2019-05-27 07:36:35.831013,192.168.0.13,222.9.250.249,TCP,106
2019-05-27 07:36:35.831595,222.129.113.189,192.168.0.13,TCP,98
2019-05-27 07:36:35.831669,222.160.197.163,192.168.0.13,TCP,102
2019-05-27 07:36:35.832505,222.95.96.249,192.168.0.13,TCP,102
2019-05-27 07:36:35.832768,192.168.0.13,222.69.159.229,TCP,102
2019-05-27 07:36:35.832886,192.168.0.13,222.238.17.63,TCP,106
2019-05-27 07:36:35.834040,192.168.0.13,222.129.113.189,TCP,106
2019-05-27 07:36:35.834609,222.132.167.43,192.168.0.13,TCP,98
2019-05-27 07:36:35.834685,222.253.22.26,192.168.0.13,TCP,102
2019-05-27 07:36:35.835679,192.168.0.13,222.160.197.163,TCP,106
2019-05-27 07:36:35.835992,192.168.0.13,222.95.96.249,TCP,106
2019-05-27 07:36:35.836546,192.168.0.13,222.132.167.43,TCP,106
2019-05-27 07:36:35.837657,222.60.252.214,192.168.0.13,TCP,98
2019-05-27 07:36:35.837728,222.162.111.96,192.168.0.13,TCP,98
2019-05-27 07:36:35.837797,222.237.28.6,192.168.0.13,TCP,102
2019-05-27 07:36:35.838052,192.168.0.13,222.253.22.26,TCP,106
2019-05-27 07:36:35.839226,192.168.0.13,222.60.252.214,TCP,106
2019-05-27 07:36:35.840218,222.212.169.158,192.168.0.13,TCP,98
2019-05-27 07:36:35.840290,222.105.138.200,192.168.0.13,TCP,102
2019-05-27 07:36:35.840551,192.168.0.13,222.162.111.96,TCP,102
2019-05-27 07:36:35.840664,192.168.0.13,222.237.28.6,TCP,106
2019-05-27 07:36:35.841640,192.168.0.13,222.212.169.158,TCP,106
2019-05-27 07:36:35.842737,192.168.0.13,222.105.138.200,TCP,106
2019-05-27 07:36:35.843617,222.206.145.222,192.168.0.13,TCP,98
2019-05-27 07:36:35.843692,222.39.60.92,192.168.0.13,TCP,98
2019-05-27 07:36:35.843764,222.24.72.79,192.168.0.13,TCP,102
2019-05-27 07:36:35.845094,192.168.0.13,222.206.145.222,TCP,106
2019-05-27 07:36:35.846188,222.221.80.255,192.168.0.13,TCP,98
2019-05-27 07:36:35.846262,222.176.200.26,192.168.0.13,TCP,102
2019-05-27 07:36:35.846532,192.168.0.13,222.39.60.92,TCP,102
2019-05-27 07:36:35.846605,192.168.0.13,222.24.72.79,TCP,106
2019-05-27 07:36:35.847907,192.168.0.13,222.221.80.255,TCP,106
2019-05-27 07:36:35.848786,192.168.0.13,222.176.200.26,TCP,106
2019-05-27 07:36:35.853441,222.176.38.112,192.168.0.13,TCP,98
2019-05-27 07:36:35.853516,222.141.79.134,192.168.0.13,TCP,98
2019-05-27 07:36:35.853587,222.143.96.116,192.168.0.13,TCP,98
2019-05-27 07:36:35.853659,222.24.99.147,192.168.0.13,TCP,98
2019-05-27 07:36:35.853729,222.109.181.32,192.168.0.13,TCP,98
2019-05-27 07:36:35.853800,222.15.125.133,192.168.0.13,TCP,98
2019-05-27 07:36:35.853871,222.98.207.101,192.168.0.13,TCP,102
2019-05-27 07:36:35.854800,192.168.0.13,222.176.38.112,TCP,106
2019-05-27 07:36:35.856079,222.5.52.101,192.168.0.13,TCP,98
2019-05-27 07:36:35.856154,222.10.228.83,192.168.0.13,TCP,98
2019-05-27 07:36:35.856226,222.166.231.119,192.168.0.13,TCP,102
2019-05-27 07:36:35.857524,192.168.0.13,222.141.79.134,TCP,102
2019-05-27 07:36:35.857599,192.168.0.13,222.143.96.116,TCP,102
2019-05-27 07:36:35.857668,192.168.0.13,222.24.99.147,TCP,102
2019-05-27 07:36:35.857735,192.168.0.13,222.109.181.32,TCP,102
2019-05-27 07:36:35.857803,192.168.0.13,222.15.125.133,TCP,102
2019-05-27 07:36:35.857923,192.168.0.13,222.98.207.101,TCP,106
2019-05-27 07:36:35.858068,192.168.0.13,222.5.52.101,TCP,106
2019-05-27 07:36:35.859481,192.168.0.13,222.10.228.83,TCP,106
2019-05-27 07:36:35.859720,192.168.0.13,222.166.231.119,TCP,106
2019-05-27 07:36:35.860416,222.22.115.130,192.168.0.13,TCP,98
2019-05-27 07:36:35.860498,222.44.157.247,192.168.0.13,TCP,98
2019-05-27 07:36:35.860571,222.45.9.109,192.168.0.13,TCP,102
2019-05-27 07:36:35.861635,192.168.0.13,222.22.115.130,TCP,106
2019-05-27 07:36:35.864473,192.168.0.13,222.44.157.247,TCP,102
2019-05-27 07:36:35.864549,192.168.0.13,222.45.9.109,TCP,106
2019-05-27 07:36:35.865059,192.168.0.13,192.168.0.23,TCP,1131
2019-05-27 07:36:35.865785,222.48.234.139,192.168.0.13,TCP,98
2019-05-27 07:36:35.865867,222.135.237.235,192.168.0.13,TCP,98
2019-05-27 07:36:35.865943,222.82.190.235,192.168.0.13,TCP,98
2019-05-27 07:36:35.866020,222.100.121.177,192.168.0.13,TCP,102
2019-05-27 07:36:35.866246,192.168.0.13,192.168.0.23,TCP,1127
2019-05-27 07:36:35.867124,222.140.38.233,192.168.0.13,TCP,98
2019-05-27 07:36:35.867201,222.227.79.176,192.168.0.13,TCP,98
2019-05-27 07:36:35.867274,222.43.50.235,192.168.0.13,TCP,102
2019-05-27 07:36:35.867593,192.168.0.13,222.48.234.139,TCP,106
2019-05-27 07:36:35.867787,192.168.0.13,222.135.237.235,TCP,106
2019-05-27 07:36:35.868277,192.168.0.13,222.82.190.235,TCP,106
2019-05-27 07:36:35.868579,192.168.0.13,222.100.121.177,TCP,106
2019-05-27 07:36:35.869212,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:35.869867,192.168.0.23,192.168.0.13,TCP,110
2019-05-27 07:36:35.869940,222.53.38.58,192.168.0.13,TCP,98
2019-05-27 07:36:35.870013,222.215.118.62,192.168.0.13,TCP,102
2019-05-27 07:36:35.870233,192.168.0.13,222.140.38.233,TCP,102
2019-05-27 07:36:35.870308,192.168.0.13,222.227.79.176,TCP,102
2019-05-27 07:36:35.870487,192.168.0.13,222.43.50.235,TCP,106
2019-05-27 07:36:35.871279,192.168.0.13,222.53.38.58,TCP,106
2019-05-27 07:36:35.871564,192.168.0.13,222.215.118.62,TCP,106
2019-05-27 07:36:35.872386,222.172.74.237,192.168.0.13,TCP,102
2019-05-27 07:36:35.874207,192.168.0.13,222.172.74.237,TCP,106
2019-05-27 07:36:35.875945,222.106.132.120,192.168.0.13,TCP,98
2019-05-27 07:36:35.876095,222.5.5.159,192.168.0.13,TCP,98
2019-05-27 07:36:35.876297,222.125.9.52,192.168.0.13,TCP,98
2019-05-27 07:36:35.876518,222.221.127.108,192.168.0.13,TCP,98
2019-05-27 07:36:35.876749,222.40.241.153,192.168.0.13,TCP,102
2019-05-27 07:36:35.877150,192.168.0.13,222.106.132.120,TCP,106
2019-05-27 07:36:35.878174,192.168.0.13,222.5.5.159,TCP,106
2019-05-27 07:36:35.878443,192.168.0.13,222.125.9.52,TCP,106
2019-05-27 07:36:35.879051,192.168.0.13,222.221.127.108,TCP,106
2019-05-27 07:36:35.879375,192.168.0.13,222.40.241.153,TCP,106
2019-05-27 07:36:35.880619,222.34.7.46,192.168.0.13,TCP,98
2019-05-27 07:36:35.880703,222.53.108.197,192.168.0.13,TCP,98
2019-05-27 07:36:35.880781,222.48.234.201,192.168.0.13,TCP,98
2019-05-27 07:36:35.880857,222.60.220.179,192.168.0.13,TCP,102
2019-05-27 07:36:35.881697,192.168.0.13,222.34.7.46,TCP,106
2019-05-27 07:36:35.882208,222.66.143.166,192.168.0.13,TCP,102
2019-05-27 07:36:35.882632,192.168.0.13,222.53.108.197,TCP,106
